80	40	89	27
71	1	49	18
39	61	30	29
64	13	31	36
74	29	51	36
48	57	15	18
83	32	64	9
35	90	81	46
5	57	2	1
53	100	92	13
45	65	84	19
39	60	99	23
69	71	67	4
81	69	82	7
72	24	19	27
75	18	93	45
18	37	4	19
91	7	59	2
48	50	34	21
32	2	100	24
71	53	38	19
12	19	69	39
18	28	70	34
4	69	79	40
14	11	96	9
39	19	12	33
25	19	27	11
15	28	11	26
98	3	82	30
9	71	26	26
85	77	100	3
2	19	94	13
84	41	28	29
5	87	37	5
8	81	36	27
64	40	39	48
81	74	50	36
52	69	14	46
16	58	49	6
49	61	81	30
43	12	93	37
72	83	54	43
47	36	75	11
15	85	96	10
13	58	67	22
20	11	100	22
47	66	1	43
45	61	12	45
87	36	18	20
14	26	78	32
96	80	80	35
92	37	98	19
64	90	33	44
55	20	65	45
85	95	70	6
22	47	98	33
81	8	16	25
69	28	66	19
72	28	18	20
76	81	19	18
87	16	90	10
51	52	96	23
16	83	48	47
57	4	63	15
15	58	4	11
76	43	49	3
81	51	61	17
94	79	88	32
77	27	18	34
12	79	53	13
63	8	43	38
35	76	80	27
92	73	79	36
48	59	7	13
67	33	41	44
51	30	14	22
96	37	72	29
12	47	34	14
1	80	23	27
12	58	75	20
41	63	85	34
49	88	57	45
23	61	46	4
37	51	97	19
100	68	2	42
45	83	4	5
45	9	45	39
5	78	5	33
76	42	79	7
90	67	15	3
58	50	55	3
66	31	36	37
99	98	83	10
100	54	72	44
78	12	17	16
71	5	90	47
20	63	66	35
46	54	7	47
11	75	88	32
67	47	94	11
27	55	15	13
33	88	80	19
72	61	20	15
87	28	86	29
1	50	41	40
62	41	17	34
2	57	67	9
59	13	35	22
89	80	84	26
43	58	3	17
22	4	3	50
16	58	9	24
6	65	62	26
67	22	2	15
59	76	72	12
59	11	41	30
93	46	89	3
11	38	17	44
26	26	16	4
66	71	2	4
47	19	6	8
26	41	14	37
66	15	13	3
76	37	53	28
8	5	53	7
58	2	18	21
41	14	17	12
91	30	44	29
92	17	11	27
54	67	27	16
94	24	60	39
91	36	41	5
11	73	58	20
93	61	75	38
70	50	22	1
41	57	40	28
100	31	80	29
11	53	87	45
28	81	76	25
33	3	54	39
80	52	90	11
93	42	11	38
39	53	28	33
96	61	74	50
47	13	65	7
38	21	49	31
59	82	88	12
81	3	87	2
35	61	11	48
29	3	18	14
50	83	37	33
86	27	46	37
37	33	74	9
57	21	1	26
28	55	34	37
73	72	51	49
92	43	2	30
37	64	45	32
17	28	14	36
85	35	95	5
11	47	40	32
91	54	99	20
93	4	2	23
100	96	61	4
48	11	39	38
94	97	36	42
82	73	76	23
44	32	100	46
48	79	7	15
89	76	44	11
31	63	44	16
13	1	47	4
93	38	81	7
71	81	15	12
23	39	8	49
48	29	6	32
6	24	7	25
78	5	48	44
92	54	14	42
65	70	71	11
18	18	44	27
99	28	85	50
26	83	69	27
59	10	75	15
53	24	67	43
11	36	31	9
45	85	20	8
40	38	47	31
99	51	40	31
49	91	75	16
25	73	5	3
3	8	99	18
95	47	88	28
28	30	49	48
58	83	26	48
12	67	70	35
77	16	96	31
65	5	86	17
51	61	97	6
31	34	49	4
76	33	16	46
59	4	47	10
88	34	77	39
2	70	75	39
77	52	87	18
10	66	96	5
71	8	65	8
78	59	69	21
59	94	31	49
16	80	29	47
10	18	28	34
10	92	12	14
60	40	74	14
92	79	90	3
38	61	12	6
2	91	57	5
7	24	9	4
98	24	73	16
8	18	26	46
76	87	37	8
33	31	86	41
58	31	5	30
13	84	89	49
39	41	15	34
30	69	44	28
64	45	77	24
55	14	4	7
21	66	49	40
72	87	35	2
84	26	28	21
7	99	21	28
56	8	62	23
50	19	35	15
100	34	22	38
23	78	67	14
2	7	76	35
22	39	54	37
53	73	33	16
17	25	66	22
65	70	17	7
33	41	10	16
94	6	18	21
69	58	93	32
56	32	38	17
100	96	18	19
48	40	79	3
82	58	84	29
83	93	30	48
39	64	40	32
74	28	50	41
2	6	19	34
84	76	84	31
39	30	70	11
66	8	25	16
70	77	88	28
30	78	80	41
8	68	20	20
24	86	88	23
66	8	97	23
61	68	17	49
89	36	93	46
32	68	53	44
23	11	86	27
84	72	26	43
25	75	48	24
72	47	87	42
23	53	68	14
92	33	55	31
73	60	61	12
61	92	16	17
26	29	76	29
77	43	98	40
60	71	64	18
80	76	8	42
12	20	22	24
35	79	83	16
73	35	44	38
11	38	48	15
84	22	19	21
14	89	14	14
91	58	56	48
25	59	29	1
34	87	49	25
7	92	54	40
23	34	51	4
42	24	43	14
38	20	48	4
75	88	85	17
99	53	30	49
53	42	61	9
49	38	14	16
31	4	59	28
29	99	32	26
25	84	30	42
55	33	85	23
51	3	34	23
45	74	31	7
17	80	34	42
100	82	65	50
74	21	66	9
91	7	51	43
97	79	87	25
58	14	27	25
18	99	10	49
34	14	73	40
75	30	98	4
7	33	24	44
82	41	18	35
3	14	30	17
8	39	12	1
69	60	50	35
61	27	56	49
92	44	55	29
95	55	40	27
9	47	89	34
93	73	18	38
63	25	44	50
33	73	82	48
92	22	39	35
50	6	70	30
32	52	39	2
50	14	9	48
49	96	39	37
22	73	78	25
5	86	96	23
27	84	60	2
74	21	63	9
17	87	100	38
30	6	30	34
65	50	24	14
24	38	20	16
87	8	9	27
55	3	92	37
23	19	88	3
34	52	3	36
57	78	52	36
49	28	39	32
82	95	87	4
87	13	17	19
27	57	77	23
11	2	15	24
19	94	35	39
2	57	37	46
93	83	44	39
58	86	15	44
20	35	78	9
37	5	95	15
22	5	24	15
19	5	77	20
53	87	75	37
24	23	19	18
49	15	33	40
39	68	76	30
1	27	20	36
10	91	12	25
56	53	12	14
90	6	33	38
45	30	8	48
52	49	14	15
84	2	25	32
16	59	65	4
6	74	31	22
95	91	47	23
67	41	69	45
25	40	46	12
24	47	62	44
46	93	98	39
41	63	66	31
33	45	56	24
64	2	64	30
44	89	90	44
17	37	80	45
35	37	52	48
62	2	99	15
42	32	100	5
57	56	6	7
91	56	29	4
86	34	6	18
2	82	49	46
99	40	70	7
68	78	89	5
97	7	24	21
22	14	73	6
78	69	41	14
10	4	2	15
6	1	27	6
80	21	80	12
24	19	28	43
73	87	79	4
59	18	70	28
29	38	13	2
41	54	33	35
2	83	94	9
100	2	68	9
69	31	68	46
39	31	56	21
1	85	13	31
52	61	74	28
49	81	69	14
4	73	54	24
37	5	68	50
27	59	38	31
67	73	78	4
41	22	91	47
78	63	10	10
23	23	36	5
77	62	43	8
34	50	35	29
49	60	54	40
47	3	92	26
93	48	43	20
65	39	54	45
4	85	53	28
49	12	32	9
65	21	35	23
93	21	15	9
23	39	31	44
92	98	6	30
12	90	90	4
34	23	54	49
98	66	35	8
71	86	48	15
95	2	26	11
78	100	13	32
89	77	89	45
8	20	77	48
36	58	31	40
84	2	90	46
47	70	75	19
31	81	57	4
44	52	41	12
39	93	82	34
19	66	94	34
19	11	65	23
64	20	75	36
47	10	88	45
76	47	9	38
23	15	30	30
77	54	88	30
93	44	7	34
53	34	12	10
47	19	26	32
13	76	46	5
53	57	91	1
88	22	11	41
46	97	4	35
41	23	87	19
94	68	16	36
36	40	56	11
4	20	79	44
45	38	39	3
76	58	45	33
71	87	67	5
86	56	7	40
93	50	26	31
10	39	56	44
80	16	78	12
63	41	10	44
79	51	4	20
44	17	26	33
59	38	68	23
26	80	28	47
19	62	44	14
80	95	68	30
73	87	76	33
3	40	39	29
79	32	94	40
26	57	24	31
99	12	82	6
53	64	94	46
36	1	79	25
23	42	62	29
45	47	9	42
96	42	52	45
75	8	78	50
65	97	52	10
34	99	47	8
70	93	23	13
28	10	48	3
9	93	72	45
88	97	99	32
15	46	33	28
71	77	55	20
36	76	4	23
99	57	61	41
88	52	57	20
32	7	39	30
15	82	98	9
3	82	66	40
69	88	22	50
1	9	21	40
79	29	28	28
7	92	4	6
56	3	15	37
88	100	56	20
93	37	46	8
46	65	37	18
75	9	18	27
91	92	40	49
17	20	59	47
21	7	34	47
23	64	24	9
8	83	30	14
14	82	11	28
46	7	94	48
35	97	32	46
68	97	8	23
44	49	74	7
41	43	46	13
12	91	8	38
45	38	100	26
10	68	29	40
28	49	7	21
89	15	87	37
53	98	46	32
20	10	55	37
89	77	4	40
16	20	21	22
11	83	84	45
6	42	25	42
18	33	1	24
7	49	3	16
93	89	35	50
72	43	51	35
29	29	75	29
18	65	84	30
28	87	18	22
44	85	12	31
45	80	12	35
2	3	9	3
11	58	30	43
39	29	65	41
51	74	15	36
88	19	52	8
9	38	42	40
36	32	97	47
82	50	1	37
20	82	6	50
31	94	25	35
56	12	91	37
17	48	42	23
65	70	33	7
64	36	19	18
26	64	91	49
19	77	85	19
97	36	38	9
49	88	24	34
35	87	86	4
92	44	10	21
9	30	68	7
21	90	68	31
98	68	74	32
27	21	87	46
5	42	71	30
93	2	60	37
66	95	64	2
83	23	74	26
60	91	90	29
7	78	25	47
7	8	3	22
13	76	45	9
34	65	50	25
5	16	76	23
60	38	18	45
69	60	93	30
18	94	8	28
79	78	48	23
99	42	58	49
23	8	55	30
19	57	18	21
56	80	2	48
22	86	11	42
88	56	2	13
25	5	65	4
17	78	7	5
91	7	65	9
59	96	43	22
30	10	18	50
33	89	43	29
45	76	83	2
51	16	23	12
56	59	5	2
79	5	95	30
72	26	32	43
25	21	82	39
82	90	63	15
54	77	27	28
33	12	43	31
24	64	40	42
31	52	71	10
41	86	11	22
3	86	41	50
90	9	18	27
70	24	42	34
57	23	50	20
6	90	47	43
54	36	55	35
31	44	93	37
43	47	55	4
11	68	90	30
40	50	22	30
81	87	100	37
83	5	19	1
7	43	81	44
11	51	67	1
46	59	62	1
98	45	10	40
63	89	53	17
37	61	77	34
57	5	38	23
76	41	64	1
54	75	27	19
94	39	44	33
42	60	37	1
18	97	63	27
65	75	19	29
97	30	67	23
69	71	69	33
53	11	18	19
31	66	40	33
23	79	20	39
93	43	62	36
100	41	84	42
6	99	100	48
9	57	31	9
54	21	44	30
45	36	67	31
40	100	86	18
29	67	40	11
70	64	81	12
17	75	23	48
69	66	5	28
41	58	94	4
89	24	4	10
8	17	62	12
64	14	50	5
81	16	65	32
66	7	45	3
79	75	40	22
100	45	15	31
58	3	20	18
14	49	34	21
100	56	58	5
89	41	23	26
12	66	98	18
16	15	74	11
27	36	67	13
98	88	15	33
5	53	29	18
69	91	72	9
71	50	81	2
21	73	21	11
93	83	38	28
95	54	2	50
23	20	26	4
40	86	90	48
59	20	68	43
53	49	20	20
14	31	66	29
67	26	14	41
87	32	38	14
35	65	20	50
74	87	14	16
57	70	12	17
23	29	72	20
93	80	37	2
97	4	88	50
75	26	22	19
69	21	27	40
20	96	62	50
1	19	53	17
98	29	74	29
37	94	72	31
66	45	16	17
67	90	62	3
54	10	93	24
72	76	98	2
93	100	51	36
22	25	76	4
37	21	61	19
66	95	48	43
66	46	16	34
4	82	2	2
77	61	29	46
72	76	79	35
66	8	55	18
99	36	62	26
10	14	13	38
78	38	52	15
82	39	17	41
78	80	95	28
22	90	77	35
16	3	88	4
83	54	54	26
67	7	12	20
100	58	19	20
27	74	58	12
65	33	90	34
68	73	31	23
15	60	82	11
73	91	7	12
18	36	7	7
42	81	71	35
83	50	6	20
39	63	94	25
91	6	6	43
69	84	15	11
29	75	44	31
66	27	36	24
31	45	33	7
57	31	90	9
60	18	8	8
22	35	42	29
80	52	41	49
84	78	21	33
8	38	23	35
41	94	40	1
59	55	47	50
79	36	22	14
35	84	15	32
4	77	70	42
22	86	48	43
83	37	36	5
4	75	90	8
55	47	35	36
80	44	56	21
45	13	56	41
14	97	58	39
79	87	36	45
60	18	59	43
61	10	67	7
86	53	90	17
37	23	93	33
92	63	100	35
27	72	61	33
87	31	2	11
49	11	66	50
98	19	100	30
63	96	76	29
41	8	2	50
54	78	70	10
70	24	17	38
72	85	13	43
48	19	94	46
95	31	95	11
13	23	62	26
51	63	12	50
99	16	84	36
94	2	71	28
76	82	75	27
26	13	98	29
71	86	19	19
70	36	83	4
52	63	92	1
18	56	18	46
26	22	78	16
40	88	61	4
99	62	27	46
25	65	67	46
73	55	28	37
52	71	23	9
35	73	7	36
7	6	60	46
40	100	94	19
65	64	18	26
38	35	41	8
70	73	33	10
90	18	28	32
63	39	86	46
39	6	87	46
33	38	60	11
94	70	26	15
76	15	91	41
32	30	41	4
38	54	45	9
100	6	64	22
56	23	56	21
32	12	27	30
61	80	26	22
41	14	24	38
79	89	22	41
24	5	52	37
35	29	69	46
100	55	49	45
22	98	15	38
3	9	99	2
67	42	41	46
56	2	4	4
26	51	23	15
87	67	72	48
61	94	45	32
59	61	32	34
37	86	42	25
28	44	8	8
42	60	50	13
88	37	56	14
29	70	39	46
75	68	62	29
40	67	100	46
49	12	6	17
58	93	38	50
62	49	12	49
36	75	44	46
45	88	39	36
16	81	70	46
35	37	13	15
36	17	56	29
15	24	64	22
11	83	89	8
56	71	93	18
7	30	38	1
72	97	68	31
85	90	52	39
42	56	55	15
40	58	93	33
55	19	17	34
44	100	79	26
74	85	64	16
20	23	98	46
19	72	45	10
45	53	3	1
2	81	47	16
58	24	38	4
26	88	37	45
84	19	82	50
58	66	8	9
7	62	81	11
92	87	50	7
78	34	99	43
70	82	61	24
98	43	5	10
59	99	78	3
46	29	51	1
60	44	3	43
95	94	5	15
73	17	98	3
95	9	71	12
90	44	4	45
94	16	51	1
65	90	53	17
16	26	46	47
25	10	15	25
45	34	61	15
23	7	85	8
4	18	41	44
3	64	82	42
54	6	69	19
17	11	2	44
20	78	49	4
2	26	30	14
30	11	12	33
75	92	2	36
44	40	42	31
39	92	69	16
98	28	42	15
53	98	60	1
10	58	2	43
90	97	75	13
2	1	10	30
58	25	70	23
40	71	44	36
68	24	19	45
88	87	55	5
81	100	19	16
18	17	24	43
100	80	24	25
63	9	81	40
10	99	6	29
60	49	60	24
60	82	60	29
67	2	68	10
31	88	27	50
34	83	87	36
27	61	40	28
63	51	13	12
30	48	5	4
83	79	10	47
65	96	20	25
54	41	59	27
40	76	55	48
67	9	79	27
3	88	71	49
43	41	40	11
53	93	25	36
74	86	76	46
48	24	1	47
89	60	53	14
51	19	63	44
37	65	65	17
33	57	84	17
39	4	54	42
91	19	68	25
86	85	7	2
23	98	78	37
50	14	12	40
72	81	74	22
58	91	36	38
52	41	71	39
1	75	92	33
38	13	62	49
79	2	69	21
52	57	70	11
90	41	64	9
45	51	76	28
7	46	44	2
21	81	100	22
15	75	62	46
18	36	26	31
18	3	35	16
5	57	9	32
91	81	43	11
25	88	43	28
16	65	2	49
24	73	67	17
17	84	3	4
96	40	42	42
48	52	44	35
40	59	25	29
32	52	66	36
69	20	31	27
37	6	70	12
90	28	36	45
82	91	86	34
80	77	93	3
52	41	32	33
60	54	28	39
58	75	4	41
62	1	54	49
59	10	74	29
75	17	66	24
24	88	96	35
43	19	30	30
92	10	82	15
43	25	30	25
91	75	56	13
11	24	80	20
31	29	17	49
59	68	73	10
88	13	4	20
91	49	24	49
13	53	89	31
13	85	31	37
6	5	83	14
29	22	10	39
1	13	27	13
96	98	43	41
83	62	35	45
14	71	26	38
35	3	23	49
90	89	13	43
32	35	98	13
6	79	60	17
45	51	41	35
29	93	64	17
32	24	9	46
98	3	20	17
3	34	13	13
13	81	46	43
20	18	81	14
89	36	98	17
92	44	30	14
14	11	1	42
23	12	40	21
100	32	57	13
24	67	65	20
54	36	74	40
9	10	13	45
66	72	11	50
71	38	77	36
36	19	22	9
13	59	86	40
13	86	15	33
24	39	21	17
71	25	11	15
68	8	39	6
47	83	11	25
60	3	93	34
61	7	27	24
79	17	45	44
74	86	66	30
69	55	16	30
30	6	99	12
18	19	32	11
13	18	35	29
7	96	48	42
87	37	90	7
52	80	39	27
5	98	16	46
64	62	80	6
78	51	88	14
97	82	55	23
39	80	52	37
19	76	39	11
64	99	74	8
21	67	27	29
51	32	68	2
9	61	88	8
56	86	73	20
83	45	41	8
3	81	21	24
50	27	3	45
76	90	60	36
54	85	88	22
26	41	91	17
97	28	42	34
100	34	2	15
20	68	7	9
76	54	53	24
66	10	84	48
17	25	33	40
21	53	51	42
71	98	40	8
61	99	78	45
26	32	61	1
34	98	75	2
1	85	56	31
7	81	24	37
5	94	53	31
59	70	58	10
40	6	47	13
85	37	82	26
55	65	45	25
34	44	39	47
42	100	53	13
91	60	15	49
77	26	24	17
20	31	59	24
38	51	42	4
44	33	95	14
90	70	68	36
52	92	75	42
67	38	32	1
81	82	79	8
23	9	92	21
95	2	60	19
58	55	30	39
51	51	27	9
36	40	76	38
45	33	21	27
96	31	3	7
12	78	46	23
39	55	55	25
98	18	20	49
38	66	85	17
51	59	55	32
63	4	25	18
35	24	7	7
41	38	56	34
96	39	27	39
95	7	72	38
69	12	56	24
47	22	16	46
57	83	46	49
22	43	27	48
70	87	75	41
75	91	43	3
35	64	1	30
65	18	11	44
8	72	48	35
37	47	22	23
81	82	54	37
37	74	34	19
61	14	77	23
18	34	17	1
85	84	73	37
3	82	73	48
53	63	23	29
59	67	11	8
87	81	63	49
98	68	61	38
9	37	3	8
25	87	64	49
3	31	55	17
83	40	2	33
67	91	65	43
47	94	47	9
84	54	67	8
12	3	16	46
90	64	7	37
75	25	78	5
13	69	30	37
53	4	99	1
37	36	66	21
100	82	88	13
19	2	37	47
35	78	72	26
24	72	53	18
100	4	6	22
50	27	88	37
60	36	38	5
30	42	60	32
50	18	83	11
24	77	30	15
20	67	35	13
14	37	20	29
63	4	13	25
95	84	73	2
28	30	13	23
26	55	89	30
70	22	45	49
34	42	1	13
77	21	66	36
72	69	62	7
51	58	91	4
66	93	46	28
65	97	10	44
94	26	88	4
19	57	52	13
24	86	44	50
24	69	32	41
30	84	32	26
12	30	29	25
35	24	46	13
94	53	42	26
68	71	9	47
65	84	51	32
55	26	30	36
95	10	49	10
43	94	75	14
73	18	67	24
61	5	36	38
70	98	73	33
38	58	72	49
56	1	55	4
12	89	34	50
97	91	51	50
40	88	9	37
8	41	44	4
100	25	58	29
48	17	32	37
91	100	84	38
98	51	1	25
47	31	3	39
79	70	51	9
49	76	25	41
12	77	80	26
25	70	36	45
77	21	48	5
7	16	73	10
29	17	92	37
38	14	58	16
64	18	37	7
76	68	77	8
61	14	76	2
79	95	48	42
35	37	67	18
38	38	84	24
39	5	77	29
41	96	3	35
44	28	18	30
9	8	89	23
15	63	96	41
91	55	97	13
51	62	32	21
55	10	13	23
20	94	93	11
20	95	52	14
66	87	79	19
71	30	77	44
6	24	92	28
12	56	84	47
2	23	62	41
39	20	8	12
65	74	59	45
84	71	74	39
65	39	43	50
62	66	9	35
47	99	13	48
100	57	67	36
