X	Y
-3,054844426	-0,058121138
-2,97151359	-0,107404256
1,700591113	1,602590123
-0,994092069	1,102325899
-3,045341718	1,335060292
-3,889626347	2,293163157
-0,218529004	7,525042981
3,259801162	2,248366526
4,556242351	4,425834785
3,507807985	0,974243584
-2,70782874	6,632544073
-1,822140904	8,222324191
-2,039610177	1,074960793
1,508306099	8,598754115
-2,428151249	-0,5297194
-4,128526004	2,732473617
-0,071124028	7,355456851
-3,475016806	1,763541213
-0,806931466	8,042428034
0,119927157	7,731520659
-3,551149014	2,498745445
-0,105358381	8,899623103
3,211904575	2,709888397
2,595714162	2,306199423
2,502471446	3,136315088
0,225303344	8,244951284
-2,032926197	-1,216964039
-2,98105215	-0,168241306
-1,887220326	8,730725129
-1,959346068	8,293738791
5,441283065	1,819846191
3,676520769	3,763846285
-2,257889181	8,642423152
-4,787918442	3,048598784
2,895383469	1,875243609
3,66037549	2,359866757
-2,798355228	0,141413224
-0,114329627	5,304177543
-6,094517802	2,581524842
-2,161639878	8,7946098
-1,161874775	8,232290084
-5,091336861	2,319073685
3,963116233	0,636110479
-4,311156397	1,5742081
1,557255249	2,13443981
-4,748695138	1,796530723
-1,392113306	0,037811334
5,215042138	3,402443286
-0,387292448	6,425792088
-1,57930168	6,808855405
-0,129364566	8,902105321
-2,415612671	7,229335912
-2,634363276	-0,334596939
3,778053762	4,515878568
4,678031362	1,566170169
6,232170835	0,477695342
-1,27570962	1,208296921
-2,376235849	1,662362883
-2,527578217	8,385948647
4,265533411	3,462951481
-2,670147284	6,248210595
-2,046961442	7,793859578
2,018756252	1,609144069
0,629330069	7,57783948
-2,12158143	2,096888214
-2,353020428	2,256223367
4,436875417	2,892785172
3,582153238	3,177021665
3,31196401	2,182557079
5,20134543	3,720239305
-2,895309102	1,58629741
-4,249215369	1,544344877
4,558752982	3,016620799
5,292012435	2,409032395
-1,390146116	2,070465884
4,100839149	2,569805513
-1,868402899	2,336976531
4,359844954	0,958046074
-2,598437412	7,713262403
0,690632098	8,930899317
-2,987460759	7,252133108
-1,808371015	1,307999215
-0,657276083	5,480670781
-1,742098128	2,550252514
-0,930571513	6,047254623
-0,045414143	8,403828478
0,037658464	6,676000402
-3,561419335	2,579898889
-0,331770459	6,080419832
4,796190955	3,618889119
-1,81830207	1,140327966
4,21276539	1,387738332
4,555593022	3,630297244
4,73752003	2,572795129
-1,33589649	6,708111679
-2,623387148	0,482358558
1,011030891	6,611780298
4,162458418	3,603896016
3,249125388	5,699774189
-0,576843175	5,827216488
-3,354697428	0,481742245
3,958413906	3,421975399
-0,363263305	5,985554014
-0,440228169	7,479168091
3,86556999	5,139501703
-1,157285671	2,274858799
1,086576801	7,516927514
2,0415866	1,927918132
-3,674377272	1,254507492
0,009104133	5,359681645
0,259932835	7,832560943
-3,503870616	0,867292835
-2,017098218	7,334862079
-3,508626266	1,378476947
3,489568965	3,467895522
2,06141399	7,796158805
-1,204263548	-2,027659029
-1,392918846	6,332020723
-1,943050906	-0,857413335
-1,347306762	8,12032475
-3,692077647	0,428624659
4,706763504	2,738455232
-2,113498846	7,080512889
-2,120050776	7,316925261
0,426726624	8,749862226
-2,713592274	0,170906812
4,035691317	1,897703245
-1,797890359	1,057936539
2,833108152	3,34218442
-0,467881929	7,867539006
5,101989036	2,083034504
-4,221346622	1,451832081
-2,014901166	7,010634558
4,662035752	2,24454748
0,779577659	7,059447876
-0,406539082	7,983031333
-1,268797982	-0,693526236
3,053023241	2,38888219
5,159130121	0,520206762
3,960807929	5,42835987
-1,290391038	7,339141084
-2,202682417	2,473968039
3,923819048	1,919208525
-3,302951995	0,86232601
-1,797932112	1,024543048
-0,296033042	8,902212817
4,577314157	1,970367995
4,474455808	3,266541574
1,931726779	8,48539877
2,667422388	2,29379839
-1,328689689	5,543617952
-2,519504942	1,333113181
4,294212373	3,490329007
5,049925444	0,758043962
4,007889259	1,55862761
-1,283858073	7,4338019
-3,768429529	2,226244285
5,053842803	3,794751899
-3,482330846	0,240523227
-0,969772519	7,283468922
-2,395027718	2,600666016
-3,381027624	0,791161119
-0,896771839	-0,07617025
-1,615233827	2,299547497
2,890552498	4,735654012
-2,584730787	0,648026898
1,440887404	7,168790418
-3,329434768	7,2494753
-6,223852147	3,116582048
-2,818767814	2,271593445
-1,98459198	6,864795525
2,351236789	1,900625992
-1,142723781	2,457024455
-3,71279333	2,012454642
-3,427273921	1,355685251
3,661254673	1,941092222
-1,655362106	1,923389638
-3,130685675	2,609147591
6,603803992	0,39423979
-2,331674897	0,909409517
-2,231084144	8,890765735
4,360000482	2,94164033
3,123674777	3,506474723
1,015305567	7,388647504
-0,333864069	7,373764119
0,694315101	8,179640329
-3,951340118	0,886900699
-2,028168942	1,089884042
3,144750522	1,420501733
5,712833805	0,158961415
-0,892812194	-0,445028372
2,514827849	3,801349807
-3,913734799	0,493650479
3,315414589	4,905112437
-2,673194308	1,379025204
0,18715316	7,040961843
-2,981473361	-0,205084397
-1,932839564	5,581224586
0,084190048	5,144687212
3,796121373	3,214983707
-1,913662174	8,132826878
-1,381536049	5,781413972
-1,930322744	1,706097525
-2,242805817	7,801756158
-3,591658852	0,722124586
4,241983303	2,732836568
-0,95743325	7,898300724
-2,135337477	2,042079435
-2,514854312	5,701357001
0,34330482	7,33427112
-1,226807392	-0,386437868
-4,385048525	1,4964181
-1,023008585	-0,917150518
2,886443465	2,002893564
5,796341478	2,505435093
-3,923328759	1,111476161
-2,086809593	-0,953212178
-3,780680367	1,840879272
-2,683930168	1,282360974
-1,163490592	5,890141325
3,193534227	2,811604584
-2,893261723	0,267404755
2,503024434	4,081533004
-3,40910572	8,222795437
-2,41536807	1,826295447
-3,832915811	1,7324162
-1,898874184	0,020640342
-0,263400654	6,321471292
-2,947480604	0,470034005
4,083159317	1,145145833
-1,99558199	7,995308545
5,280244753	2,87497196
-2,077588173	7,557093471
3,929191445	4,263509416
-1,1318819	7,313491776
-2,207992387	1,616724922
-2,203259787	5,601207107
-2,795789355	2,548502248
4,020570464	2,629110838
-1,415900426	4,275600515
-1,227362118	1,510009776
5,415214665	1,978885155
-1,390442022	0,998705867
0,436397663	6,69033595
-1,81529057	0,337342464
-0,658615614	5,377171756
2,776866864	1,052379423
-2,669917717	2,733333921
-2,482112798	0,488598856
-2,791119241	2,332222846
-4,555004914	2,199834888
4,800656375	3,133500219
-0,86332752	5,946481087
-3,723062677	1,409749318
-0,40191971	7,924973684
-4,377837761	1,266010527
-1,899379948	0,176566565
2,153615162	3,582141299
-3,770364098	8,283475056
-0,751138516	5,981606253
2,92432692	2,559268101
-0,508192813	6,757880963
-5,188695779	2,557597104
3,123150923	2,546192893
-2,616904737	2,358931843
-0,070474479	5,202442241
3,140156837	2,593495354
3,351045518	4,533369464
4,360223754	2,234066007
-1,709442962	-1,10106346
-2,339935511	1,573274532
4,695706812	3,100699835
1,835672316	1,331053435
2,01429349	2,074054512
0,314027115	7,90396418
-3,703058597	0,208412763
-4,291517099	2,010619081
4,241381001	4,795721022
-0,007414396	7,875502924
-1,891875703	-1,003186756
-3,297276916	1,929567378
-1,208034354	8,004109393
5,638213557	2,216807957
-0,508249483	6,536752782
-3,532868228	0,125279096
3,320663014	4,099277202
-3,830745309	1,720945226
-1,078004492	8,975836098
5,706401987	0,903226018
-1,527268675	6,291209105
-1,396751957	0,394645045
0,618826369	7,466314533
2,307031837	3,683143422
-2,370589893	7,498286882
0,576711332	7,73741627
2,29132241	2,378928512
-0,403859473	6,362944977
-3,310054882	1,578476806
-1,314211886	6,499841535
-4,571348073	1,23248529
6,052011028	2,117992382
-0,062560514	6,887440447
-4,472257214	2,661562097
-0,769291286	8,410745583
3,704860775	2,438022629
0,829008705	7,343603158
-1,332673644	-1,159517317
-3,172176536	2,712176512
-2,514630787	2,389938009
-0,886882557	0,333469968
-2,102248767	-0,019556403
5,036019293	1,723172824
-2,173746702	-0,030435553
-4,753257556	1,339478884
-2,31290502	7,256449338
5,440646104	3,375611051
0,489254557	6,641952476
-2,962161847	0,915505171
-4,063118715	2,162132629
-1,94073341	1,312987627
4,109849942	2,320239938
-2,559996367	6,174664386
-5,483185811	2,39495362
-2,600899094	7,053377282
-0,268208779	6,953794049
-1,743515352	8,282372655
3,923024921	5,749058294
-3,85339635	0,356176792
3,123738046	3,357015779
-1,22253365	6,118366721
-2,492941575	2,054134344
-2,835389112	0,459271378
0,397262805	7,029602921
3,412388413	5,494082707
-0,642353836	7,825370554
-1,294379331	0,149052848
-0,541609398	7,123696967
-2,599398928	7,249226535
3,985984855	3,375171941
2,739390644	2,053608424
-0,363429241	8,694006475
0,45033539	5,531294664
3,931714232	4,159466746
-3,249867534	1,924035057
1,898130061	2,682347599
-1,078407425	8,250563452
2,976178984	3,989247797
1,603932773	3,296750666
0,573662167	8,5629245
-0,777541994	4,95713264
-0,803941192	5,069107475
-1,181733289	6,419195885
-1,704135168	5,599203507
4,384120985	1,883130103
-2,533288044	0,203347369
-2,328517393	-0,196708321
3,938671808	3,037180758
4,392754216	1,596346253
5,518919865	1,519185046
-0,96290475	6,933705434
-0,94630341	2,0096599
5,154075501	4,749621751
0,727233742	6,75615455
-2,144451142	6,908685911
3,866564024	1,608498348
-1,327646643	7,059844619
4,823802217	3,71793028
4,317721227	0,788765774
-1,233499519	-1,734677532
-0,112781734	7,312666923
-2,165044528	0,819689544
-2,291690794	1,530806662
1,996392885	2,163738072
5,094268292	2,270044349
-6,410695095	3,090159165
-3,250658466	1,797396482
-1,61506137	7,663137557
-3,193814476	1,29531793
0,351747679	5,865590397
0,129307517	7,509456228
-3,725275518	0,615537224
4,994721899	3,19259126
3,628797079	0,968863007
4,391211626	0,7946084
-0,864170328	1,066888044
4,971839511	4,978568309
4,814569827	4,126887915
0,224762584	5,501847267
0,101853481	7,260063269
-3,512986165	2,508640966
4,549442483	4,808347769
-2,445139228	0,188702337
-1,015549947	5,602022957
0,01252546	8,063150293
4,396383434	2,815589347
2,236067047	4,278822903
-1,747289881	7,608111263
-0,815676593	6,597886802
-0,821165519	2,32644538
-1,839628508	8,683195718
1,39801528	3,025879466
3,632292216	2,97513771
2,739923886	2,311826166
2,954469812	2,446832683
-0,470514846	7,680646149
-1,961472627	8,155418247
3,241791109	4,113589628
-2,619749977	2,050597534
2,24439179	1,990394667
-3,369376631	0,798617829
-2,321836507	5,502826138
-0,883503329	5,094409599
2,543690671	3,981484728
4,976740162	3,618190189
2,990891437	2,160478457
4,006187341	4,483895004
3,067456958	2,671604592
-2,701284878	7,497810117
2,284937948	3,43892711
-2,82267749	1,495422418
-1,245666441	8,780469947
2,716570047	1,390004056
-2,088435242	0,785062393
-1,765973052	1,714490619
-0,924609569	2,157655779
-2,585794642	7,172035697
4,871518103	1,670572448
3,763756628	2,042525288
-3,151687106	2,503163023
-2,572303407	-0,065756157
4,174709793	3,876910077
-2,484165459	2,078454126
0,233810376	6,071111686
-1,099595943	5,517538011
0,325296861	6,361725558
-1,786249956	-0,965248182
3,9313589	5,206065793
-2,632697945	2,171421903
-1,102687161	7,540791755
-4,446596315	2,202809403
-1,958885533	7,582153311
-2,4850641	0,764733036
0,344540924	6,231868158
-4,148947246	1,122888904
-2,352115475	-0,299262698
2,479227814	1,909927308
-2,508966662	8,190950558
2,626148649	1,300583912
4,525533844	5,04607437
-0,106668414	8,238529575
-1,563489606	-0,915989874
3,166731972	4,239665614
3,764652296	3,339039332
5,705625382	0,905296366
-1,423162604	1,036492518
-2,469006843	6,918381401
3,938108012	3,526593623
-1,028387129	1,12325977
-1,301888399	6,961363863
4,568172472	3,071012205
-1,585397751	-0,38074148
-5,456026296	2,257460281
5,031502721	4,406528482
-0,333015289	7,152614684
4,826035322	3,752915321
-4,151730257	1,964181178
0,178855139	6,356820276
-3,242888973	1,423696511
4,536481085	2,747417417
-2,453193717	1,633624043
3,584468644	4,162153202
-0,671469537	7,60015205
-2,817102423	2,019681789
-2,055662148	2,374651086
0,071768051	7,61970795
0,181590212	7,183863196
0,511286311	6,218090538
-1,129565656	2,036749733
0,068518253	7,116275567
1,458922354	8,214316786
6,055668831	0,919090364
-0,83777304	5,149611587
-4,450583544	1,218969709
-0,820065325	4,167881563
4,246001522	2,343773548
-2,453179466	1,625891968
-2,808029657	6,119967448
4,490940795	2,206992378
-2,701433281	-0,497426933
-2,467339616	2,303455032
-1,901490697	2,604988864
4,750263254	3,146986722
0,431257834	7,520521626
4,346275257	3,845795026
2,216356914	8,864029669
-0,470150061	7,271156211
-3,207410548	1,04550312
-1,228246967	2,282913421
-4,110764976	8,00714959
-1,071721662	5,768012294
5,942633194	1,447549947
3,519070691	3,088059756
0,472351375	8,547422513
4,37501029	3,92512076
-2,571142656	1,550665222
5,263220847	1,354999923
4,916823895	4,140584119
0,282783691	6,585224928
-3,110604694	1,646261628
-2,158652437	5,794477321
4,988918901	3,298276271
-5,509188717	2,2797139
4,698911607	2,550498409
-0,048161336	7,658440987
5,129124758	2,157322037
-3,157031549	7,770491669
-0,349392378	4,349324513
-2,365847615	0,463485622
-2,414502942	6,695444768
4,290271948	1,320354148
-0,93088752	-0,798759096
-4,953400605	2,694671594
-2,687499705	1,800103618
3,529228913	4,038449164
-1,224598236	0,888942756
0,780387229	7,497233484
-2,712078491	2,448082436
-3,234426162	7,186547231
-2,004934073	8,413451069
4,900919018	2,690361994
0,151562515	9,033549645
4,707032026	3,265296509
-1,355331972	-0,060764584
-1,007422524	9,005774258
-1,089624458	3,930877133
-2,958921045	6,957213225
4,635938599	4,428486162
-3,198212734	6,924965925
-3,163672013	2,135958294
-1,30551954	7,334307536
2,823673942	3,722856512
0,341247344	8,065526342
3,02627673	4,020061321
-2,936418427	7,790542455
-1,449917892	5,782982709
-1,084829658	-0,720604926
-1,206506295	8,936154306
1,566513399	3,325182011
1,950080362	3,092011113
-1,857509723	5,597554194
3,597863733	4,846563313
-1,498629741	8,073127537
0,613868391	7,07817955
-3,979108014	0,570477607
-1,421955767	6,171368611
0,562201755	7,846592329
3,33513509	1,481435258
-0,933529235	2,196412671
-2,9443463	1,425530993
-2,657409288	2,33447318
4,050174356	0,858212871
4,374968236	2,654696749
-3,069899481	0,092710374
4,64978102	3,472956847
-2,161383407	1,004685075
-4,433955503	1,775715527
-1,309948722	-1,928013412
-1,863451504	-1,063397485
-4,365068462	8,155779981
-0,771617039	5,15094893
2,732026729	2,64496902
1,858857212	3,781626125
-4,191213185	1,154440969
4,051539234	1,485322587
-1,658497074	4,637202481
-3,133876208	1,328567392
3,734668415	3,409616065
-2,669631492	6,238498402
-1,684512866	8,27582939
3,185094391	4,019364719
-1,282693285	7,441085698
-4,462044956	1,483020988
-0,949561978	2,227387036
0,397245012	7,405382055
4,059503225	2,194202205
5,522381443	3,77470969
0,387416454	5,714263094
-2,308375067	1,773058334
-1,690978581	0,899177113
-0,480428458	7,591273746
3,746781717	4,143046962
-1,38011734	8,437530397
-1,135981448	6,333319517
0,290164015	6,757937872
-3,616618915	0,86390444
3,149133147	2,191367417
-4,837968695	1,385328065
5,963246915	1,115658954
-4,467333118	2,421153277
-0,78694619	7,405439569
-0,311055635	5,054418079
5,412994275	3,089086621
3,859364839	3,44944942
-1,660042831	7,262573972
0,574176992	7,524077076
-2,168629011	1,697753322
1,209855799	7,929694156
-3,805297634	8,140270335
2,193932096	3,940126421
4,505629101	1,751543779
0,061141124	7,285159957
0,473239574	6,238765882
4,349491202	3,338235703
-3,511199527	1,718115141
-1,775849609	0,620777215
-2,634976129	0,863700537
-2,590960327	0,838572049
-2,421637678	0,372768933
-2,062350899	0,37576797
1,402520968	6,883048706
-0,006793758	7,171710441
-4,173399947	0,701151388
-2,298957287	7,725163933
5,482289053	1,969675294
2,034483338	3,234378197
-3,127108646	-0,069706564
-3,831407597	2,17979542
4,517778732	1,199656744
0,228560514	6,177324168
2,928524982	2,58975909
-2,468310048	0,916977255
-2,549714729	1,865741366
-3,36998915	2,680609049
-1,704601174	1,417871421
-2,071652352	1,616127875
3,654988535	3,38988268
-3,195598934	1,920335382
2,86465745	3,783396783
-1,271267577	6,45457225
-3,997750626	1,383407993
-2,590097108	0,157180103
-1,983424513	0,010481875
-4,732653908	3,011048493
-1,749943721	6,448098523
-3,523613466	2,031352055
-1,571380225	7,022963993
-1,257781952	7,062173786
-3,964498734	1,850543852
-1,486203264	-0,421249973
2,527655115	4,223546227
4,529490078	2,92117927
3,099033976	3,035595531
5,923110324	1,797881686
-0,054269851	6,701031355
4,539393842	2,212246871
5,058617442	3,841937635
-1,432786227	1,01381159
-1,564460844	2,171703277
5,471501909	0,174195096
4,12802403	3,28167146
-1,976873721	-1,178214784
2,72812995	4,597984475
-1,273572071	4,499924422
2,684724754	2,842193852
3,913842783	3,968114251
3,354782219	2,293865696
-0,614426261	5,377948162
3,653743328	3,626047473
-3,35214329	1,149477123
-3,866537044	0,924330179
4,20443136	2,029027765
1,0001228	7,997623786
2,898487606	3,021314801
4,234911623	5,52990429
-1,827640233	-0,428586616
-1,957922746	1,74790734
4,503841328	3,539541319
-3,462918961	0,061014136
-3,870866588	1,455227224
3,037712031	2,572993072
-1,672722266	6,80571119
3,503094846	3,976839873
-0,666001122	6,892387424
-2,456716717	6,618700387
-2,672473233	0,184770541
4,248461734	0,718303507
-4,681027992	1,112204391
-3,870325921	0,858006564
-2,399453842	7,062305839
-4,636522568	1,573874649
3,491535257	2,569242819
4,253045077	5,037512923
-1,411819743	0,032833241
3,887152809	4,154337437
-0,689957319	5,782865144
-3,856027937	7,782979827
3,817911716	3,410791135
-2,336825303	7,812498952
-0,367642474	8,092860891
3,316619871	5,006316201
-0,153867574	8,047714005
-2,608679747	6,8996654
-1,450034761	-0,396389972
2,54627637	3,935631627
3,076191823	1,694177716
5,358525315	4,396548479
-1,189483849	-0,470703115
6,187895956	0,897199698
-2,197132686	-0,884165426
-2,480148426	-0,270226254
-3,413503556	0,977953494
-3,004972234	0,092654362
-2,394546968	1,948818262
0,244604495	6,859236928
-1,569966022	0,334465765
-3,747756596	0,253282515
-1,74691042	0,983567137
0,181925627	7,660769399
5,104344534	5,163920089
4,061740158	2,833706733
-0,606462963	7,661001626
-3,712240778	2,192240535
1,971665096	3,46461744
3,178825417	5,318794242
-0,31620852	8,920064788
-1,146754292	2,049788389
2,589500585	4,083470179
-0,953871915	7,908087557
2,955439611	2,184611406
-2,180541054	8,060180525
-0,611217309	7,662202869
-1,293042792	0,745459247
-3,560966	0,097872066
-2,120282018	2,55519884
-2,089478951	8,363958076
-3,544821269	1,679599505
-1,753535363	-0,045870196
-2,482264865	8,027544403
-3,246592107	6,834417863
-0,74873251	7,163649973
-0,56533835	7,897283519
-2,5399581	1,44937682
2,828721918	2,560584597
2,912282644	4,160524383
-0,443553832	6,693983077
-2,094947186	8,712952649
-1,563855956	1,186975847
-3,239101825	7,942462565
-0,78816649	6,956573056
-4,029275867	2,194948345
3,60148053	5,631336827
-0,970257624	7,126450067
-2,930934764	-0,010030563
-0,927090105	6,823605044
